Key,Description,MSRP,Wholesale,Cost
H22A,Front log for HH24 log set,107.00,53.50,55.11
H23,Front log For HG30,142.00,71.00,73.13
H23A,Front log For HH30,142.00,71.00,73.13
H26,,86.00,43.00,44.29
H3,Right Middle Log for HF24 Set,39.00,19.50,20.09
H4,Rear log for HF30,113.00,56.50,58.20
H5,Rear log for HF24 Set,97.00,48.50,49.96
H7,,86.00,43.00,44.29
H8,"30"" Front log from HF30",57.00,28.50,29.36
H9,Left Middle Log for HF18 Set,32.00,16.00,16.48
HB1,,86.00,43.00,44.29
HB11,,65.00,32.50,33.48
HB2,,107.00,53.50,55.11
HB20,,65.00,32.50,33.48
HB21,,65.00,32.50,33.48
HB22,,65.00,32.50,33.48
HB23,,65.00,32.50,33.48
HB3,"Center ""Y"" log for C8 Birch",107.00,53.50,55.11
HB30-Individual Log,,65.00,32.50,33.48
HB32,,65.00,32.50,33.48
HB33,,65.00,32.50,33.48
HR-3,"Center Top Log for HR18, HR24 and HR30.  Drilled.",37.00,18.50,19.06
HR1,"Right Top log used in HR18, HR24 and HR30",54.00,27.00,27.81
HR10,Rear log with pins used in HR18,54.00,27.00,27.81
HR12,Front Left log used in HR18,45.00,22.50,23.18
HR13,Front Right log used in HR18,45.00,22.50,23.18
HR21,Right Middle Log (drilled underneath) for HR24 Set,45.00,22.50,23.18
HR22,Front Left log used in HR24,54.00,27.00,27.81
HR23,Front Right Log used in HR24,54.00,27.00,27.81
HR32,Front Left log used in HR30,65.00,32.50,33.48
HR33,Front Right log used in HR30,65.00,32.50,33.48
M1,18 x 4.5 x 4.5 Manzanita Log - front for ML186,72.00,36.00,37.08
M10,8.5 x 3.5 x 2.5 Manzanita Top Log,37.00,18.50,19.06
M11,16 x 4.5 x 4 Manzanita Log,48.00,24.00,24.72
M11C,16 x 4.5 x 4 Manzanita Top Log with char,55.00,27.50,28.33
M12,12 x 4.5 x 3 Manzanita Log,45.00,22.50,23.18
M13,19 x 4.5 x 3.5 Manzanita Log,55.00,27.50,28.33
M14,18.5 x 4.5 x 3.5 Manzanita Log,55.00,27.50,28.33
M15, Manzanita Top Log,33.00,16.50,17.00
M16,12 x 3 x 3 Manzanita Top Log,33.00,16.50,17.00
M17,Manzanita Top Log,33.00,16.50,17.00
M18,Manzanita Top Log,33.00,16.50,17.00
M19,9.25 x 2 x 2.5 Manzanita Top Log with char.,27.00,13.50,13.91
M2,16 x 3.5 x 5.25 Manzanita Log - rear for ML186,68.00,34.00,35.02
M20,9.75 x 2.25 x 2 Manzanita Top Log with hole and char,34.00,17.00,17.51
M21,Manzanita Top Log,34.00,17.00,17.51
M3,24 X 4 X 5 LOG - Manzanita Log - front for ML246 - rear for ML306,105.00,52.50,54.08
M4,21 X 4.5 X 5 - Manzanita Log - rear for ML246,79.00,39.50,40.69
M40,Left front log EC20,79.00,39.50,40.69
M41,Right front log EC20,79.00,39.50,40.69
M42,Left front log EC24,93.00,46.50,47.90
M43,Right front log EC24,93.00,46.50,47.90
M44,Left front log EC30,99.00,49.50,50.99
M45,Right front log EC30,99.00,49.50,50.99
M4C,21 X 4.5 X 5 Manzanita Log,79.00,39.50,40.69
M5,29 X 5 X 5 LOG - Manzanita Log - front for ML306 - rear for ML368,126.00,63.00,64.89
M6,34 X 7 X 8 LOG - Manzanita Log - front for ML368,232.00,116.00,119.48
M7,Top log for ML246,32.00,16.00,16.48
M7C,12 x 3.5 x 2.5 Manzanita Top Log with char,35.00,17.50,18.03
M8,"Top log for ML sets - 13"" x 3.5"" x 2.5""",33.00,16.50,17.00
M8C,"13"" x 3.5"" x 2.5"" Manzanita Top Log with Char",36.00,18.00,18.54
M9,"Top log for ML sets - 8"" x 3.5"" x 4""",29.00,14.50,14.94
MO1,24 x 7 x 6 Log,197.00,98.50,101.46
MO10,60 x 8 x 8 Massive Oak Log,922.00,461.00,474.83
MO11,66 x 8 x 8 Massive Oak Log,956.00,478.00,492.34
MO12,72 x 8 x 8 Massive Oak Log,1046.00,523.00,538.69
MO13,54 x 8 x 8 Massive Oak Log,809.00,404.50,416.64
MO14,48 x 8 x 8 Massive Oak Log,731.00,365.50,376.47
MO15,42 x 8 x 8 Massive Oak Log,675.00,337.50,347.63
MO16A,"52"" x 8"" Massive Oak Log - Left side.  Slice cut to mate with MO16B to make 84"" long appearance",907.00,453.50,467.11
MO16B,"32"" x 8"" Massive Oak Log - Right side.  Slice cut to mate with MO16A to make 84"" long appearance",559.00,279.50,287.89
MO3,29 x 6 x 6 Massive Oak Log,241.00,120.50,124.12
MO4,36 x 8 x 6 Massive Oak Log; rear log to use with PH42,311.00,155.50,160.17
MO5,42 x 6 x 8 Massive Oak Log; rear log for PH48,418.00,209.00,215.27
MO6,47 x 7 x 7 Massive Oak Log; rear log for PH54,530.00,265.00,272.95
MO7,54 x 7 x 8 Massive Oak Log; rear log for PH60,632.00,316.00,325.48
MO8,57 x 7 x 7 Massive Oak Log; rear log for PH66,648.00,324.00,333.72
MO9,"21"" long Y-shape Massive Oak Top Log",164.00,82.00,84.46
P1,18 x 5 x 5.5 Front Log for PR186,99.00,49.50,50.99
P10,16 x 5 x 4 log,55.00,27.50,28.33
P11,17 x 6 x 4 Log,54.00,27.00,27.81
P12,14 x 5 x 5 Log with hole,59.00,29.50,30.39
P13,18 x 6.5 x 4 Log,71.00,35.50,36.57
P15,12.5x4x3 log,34.00,17.00,17.51
P16,9.5x4x3 log,29.00,14.50,14.94
P17, log,29.00,14.50,14.94
P18,18.5x 7 x 4 Log with hole,76.00,38.00,39.14
P2,Rear log,54.00,27.00,27.81
P20,"Rear Log for K18 and KW18 Chillbuster logs, 16.75 x 3 x 4.5 Log",86.00,43.00,44.29
P20-18,"Rear Log for K18 and KW18 Chillbuster logs, with two pins.  16.75 x 3 x 4.5 Log",89.00,44.50,45.84
P20-24,"Rear Log for K24 and KW24 Chillbuster logs, with two pins.  16.75 x 3 x 4.5 Log",89.00,44.50,45.84
P22,"Rear Log for K30 and KW30 Chillbuster logs, with two pins.  21 x 3 x 4.5 Log",112.00,56.00,57.68
P25,,43.00,21.50,22.15
P26,,54.00,27.00,27.81
P27DF,Front log for KW18 - 18 x 4 x 5 Log,89.00,44.50,45.84
P28DF,Front log for KW24 - 24 x 4 x 5 Log,107.00,53.50,55.11
P29DF,Front log for KW30 - 29 x 4 x 5 Log,120.00,60.00,61.80
P3,24 x 5.5 x 6 LOG (PR248 Front Log),172.00,86.00,88.58
P39,Large Charred Chunk (as used in CHNK2),88.00,44.00,45.32
P4,21.5 x 3.25 x 5 - Rear log used in PR248,68.00,34.00,35.02
P40,Front Left log for EPR20,95.00,47.50,48.93
P41,Front Right log for EPR20,95.00,47.50,48.93
P42,Front Left log For EPR24,102.00,51.00,52.53
P43,Front Right log For EPR24,102.00,51.00,52.53
P44,Front Left log for EPR30,116.00,58.00,59.74
P45,Front Right log for EPR30,116.00,58.00,59.74
P46,Front left log for EPR36,131.00,65.50,67.47
P47,Front right log for EPR36,131.00,65.50,67.47
P5,29.5 x 5.5 x 6.25 - PR308 front log,170.00,85.00,87.55
P6,27.5 x 3.75 x 5.5 - Rear log used in PR308,85.00,42.50,43.78
P7,36 x 6 x 6 Log - PR369 Front,267.00,133.50,137.51
P8,9 x 4 x 4 top log,35.00,17.50,18.03
P9,12.5 X 5 X 4 top log,43.00,21.50,22.15
R1, Front Log,63.00,31.50,32.45
R10,15 x 4 x 3 Top Log with hole,54.00,27.00,27.81
R11,Top Log,54.00,27.00,27.81
R14,Top Log,54.00,27.00,27.81
R3, Front Log,75.00,37.50,38.63
R7,11.5 x 4.25 x 3 Top Log with hole,52.00,26.00,26.78
R8,"Top Log, Bark with hole, 9 x 5 x 2.5",36.00,18.00,18.54
R9,"Top Log, Y-shape Bark  8.5 x 4 x 2",34.00,17.00,17.51
RD2,18 x 3 x 4 Front Log for HL18 and RD185,63.00,31.50,32.45
RD3,13.5 x 2.5 x 4 Rear Log for HL18 and RD185,44.00,22.00,22.66
RD30,,56.00,28.00,28.84
RD5,23.5 x 3.5 x 3.5 Front Log for HL24 and RD246,56.00,28.00,28.84
RD6,19.5 x 3 x 4 Rear Log for HL24 and RD246,45.00,22.50,23.18
RD7,9 x 2.5 x 2.5 Straight Top Log for HL24 and RD246,32.00,16.00,16.48
RD8,12.25 x 2.75 x 2.75 Straight Top Log for HL24 and RD246,40.00,20.00,20.60
S1,18 x 5 x 5 Front Log for XF18,107.00,53.50,55.11
S10,12.25 x 3 x 3.5 Log,41.00,20.50,21.12
S11,15 x 3 x 3 Log,37.00,18.50,19.06
S12,15.25 x 3.75 x 4 Log,68.00,34.00,35.02
S17,20 x 4.5 x 4.5 Front Log for XF21,130.00,65.00,66.95
S18,18 x 4 x 4.75 Rear Log for XF21,96.00,48.00,49.44
S19,,81.00,40.50,41.72
S2,14.25 x 3.5 x 5 Log,85.00,42.50,43.78
S20,12 x 3.5 x 3.75 Log,40.00,20.00,20.60
S21,"Top Log, Bark/Split, 12.75 x 3.5 x 4",43.00,21.50,22.15
S22,"Top Log, split and char, 16.5 x 6 x 2.25",49.00,24.50,25.24
S23,"Top log, Bark/Split/Char, 13 x 3 x 4 Log",63.00,31.50,32.45
S24,,49.00,24.50,25.24
S25,"Top Log, 13 x 5 x 3",42.00,21.00,21.63
S26,"Top log, 11 x 3 x 2.5",51.00,25.50,26.27
S3,23.5 x 5 x 5 Front Log for XF24,192.00,96.00,98.88
S4,"21 x 3.75 x 4.75 Rear Log, Bark",106.00,53.00,54.59
S40,"EXF 20"" Left front log",84.00,42.00,43.26
S41,"EXF 20"" Right front log",84.00,42.00,43.26
S42,"24"" EXF Left front log",98.00,49.00,50.47
S43,"24"" EXF Right front log",98.00,49.00,50.47
S44,Left Front Log for EXF30,111.00,55.50,57.17
S45,Right Front Log for EXF30,111.00,55.50,57.17
S4C,"20.5 x 3.5 x 4.75 Rear Log, Bark, Split",103.00,51.50,53.05
S5,29 x 5.25 x 5 Front Log for XF30,166.00,83.00,85.49
S50,"Charred Bark Log - 11"" long",76.00,38.00,39.14
S51,"Charred Bark Log - 15.5"" long",86.00,43.00,44.29
S52,,86.00,43.00,44.29
S6,"27 x 3.75 x 4.75 rear log used with 30"" bark sets, PH30X and PH36",124.00,62.00,63.86
S6C,27 x 3.75 x 4.75 rear log used with split sets,124.00,62.00,63.86
S7,8.25 x 2.75 x 2.75 Top log with split and bark,29.00,14.50,14.94
S8,8.25 x 3 x 2.5 Top log with split and bark,27.00,13.50,13.91
S9,"11.5 x 3 x 2.75, Top log",53.00,26.50,27.30
SES-RD2,290-0365 ALF-PZA Gas Log - Ceramic Wood Log - Oak. Bulk packed for will call...,26.00,13.00,13.39
U1,17.5 x 5 x 5.5 Eucalyptus Log,113.00,56.50,58.20
U10,,75.00,37.50,38.63
U11,,75.00,37.50,38.63
U12A,"Long Top Log used in HH18, HH24 and HH30",75.00,37.50,38.63
U13,16.5 x 6.5 x 3.5 Log - L-shape Eucalyptus,40.00,20.00,20.60
U2, Eucalyptus Log,161.00,80.50,82.92
U22,,75.00,37.50,38.63
U23,,75.00,37.50,38.63
U3,23.5 x 6 x 6 Eucalyptus Log,203.00,101.50,104.55
U4,21.5 x 5.5 x 5 Eucalyptus Log,175.00,87.50,90.13
U5,26.5 x 5.5 x 6 Eucalyptus Log,187.00,93.50,96.31
U6,Eucalyptus Log,187.00,93.50,96.31
U7,29.5 x 5.5 x 6.5 Eucalyptus Log,236.00,118.00,121.54
U8,30 x 6 x 6 Eucalyptus Log (Rear log for SE338),257.00,128.50,132.36
U9,33 x 6.5 x 6.5 Eucalyptus Log,308.00,154.00,158.62
AS1,Air Shutter for CA,10.00,5.00,5.15
Bottle4oz,"Bottle, 4 oz. HDPE, Natural Color, used in EK and GB-1.  Needs BottleCap.",2.00,1.00,1.03
BottleCap,"Cap for use with Bottle4oz, as used in EK and GB-1",2.00,1.00,1.03
Brush#2,Brush - used in EK,2.00,1.00,1.03
"Cap, Blue Vinyl","Round Vinyl Cap, Blue  (mini pack 1000) - used with K4",2.00,1.00,1.03
CSLEGS,"Set of Four (4) Strap Legs for CS pans with 4 each bolts, nuts, washers",43.00,21.50,22.15
CSLEGS-SS,Set of Four (4)  Stainless Steel Strap  Legs for CS pans with 4 each bolts and washers,69.00,34.50,35.54
CSRLEGS-BR,"Set of Four (4) 1.5"" diameter Stainless Steel Tubular Legs for CS pans with 4 each bolts and was...",113.00,56.50,58.20
CSRLEGS-SR,"Set of Four (4) 1.5"" diameter Stainless Steel Tubular Legs for CS pans with 4 each bolts and was...",107.00,53.50,55.11
DC1,Damper Stop Clamp,12.00,6.00,6.18
DFF,Double-Face Connector Kit - F,33.00,16.50,17.00
DFFA,Double-Face Connector Kit - FA,33.00,16.50,17.00
FLN,"Flange, Chrome Plated, for V1,V2     (1D)",23.00,11.50,11.85
FLN-B,"Flange, Polished Brass, for V1,V2     (1D)",29.00,14.50,14.94
K1,"2 7/8"" Short key for V1,V2     (1D)",17.00,8.50,8.76
K1-B,"2 7/8"" Short key, Polished Brass, 5/16"" socket, for V1,V2     (1D)",27.00,13.50,13.91
K2,"9"" Long key, zinc plated, for V1,V2     (1D)",19.00,9.50,9.79
K2-B,"9 1/2"" Long key, Polished Brass, 5/15"" socket, for V1,V2     (1D)",29.00,14.50,14.94
LL,Log lifters (pair),15.00,7.50,7.73
LN,Pal Nut - used in orifice packet,7.00,3.50,3.61
MA-CASTING,MA Air Mixer Casting Only,9.00,4.50,4.64
V1,"1/2"" Straight gas log lighter valve, chrome plated flange and key",83.00,41.50,42.75
V1-B,"1/2"" Straight gas log lighter valve, Polished Brass flange and key",99.00,49.50,50.99
V17,3/8 MIP X 3/8 Flare Manual On/OFF Valve with 7/16-27 tap in outlet.,52.00,26.00,26.78
V2,"1/2"" 90-degree Angle Gas Log Lighter Valve, chrome plated flange and key",83.00,41.50,42.75
V2-B,"1/2"" 90-degree Angle Gas Log Lighter Valve, Polished Brass flange and key",104.00,52.00,53.56
V3,"3/4"" Straight Log Lighter Valve with chrome plated flange and key",89.00,44.50,45.84
V4,"3/4"" 90-degree Angle Log Lighter Valve with chrome plated flange and key",89.00,44.50,45.84
V6,"Manual Valve with 1/4"" compression fitting for CRA-M, CRA-T, CRB-M and CRB-T",36.00,18.00,18.54
EK,"Vermiculite, Embers, Glue     (1D)",27.00,13.50,13.91
EM1,1lb. bulk ember fiber     (1D),36.00,18.00,18.54
EM30,30lb. bag of bulk ember fiber     (1D),193.00,96.50,99.40
EMCB,CB ember box     (1D),12.00,6.00,6.18
EMX1,6 oz. bag ember magic     (1D),22.00,11.00,11.33
EMX5,3 lb. bulk ember magic     (1D),54.00,27.00,27.81
EP,"Enhancement  Pkg: 2 Small PC - 1 15"" Split Log     (1D)",63.00,31.50,32.45
EP3,"Enhancement Package to increase height and volume of sets, with 5 logs and 2 PC.  (consists of o...",289.00,144.50,148.84
FTS-20,"Fiberglass Sleeve, 1/4"" id x 1/32"" wall x 20"" long  (1D)",10.00,5.00,5.15
GB-1,Glue & Brush     (1D),12.00,6.00,6.18
K4,"3"" Extension for V14,V15     (1D)",12.00,6.00,6.18
K5,"6"" Removable handle for V17     (1D)",20.00,10.00,10.30
MA/LP,"Mixer Assembly for CA Burner. Includes bell mixer, air shutter, lock nut, orifice holder and ori...",27.00,13.50,13.91
MA2/LP,"Mixer Assembly for FA Burners. Includes mixer, orifice holder and orifice (specify burner type a...",27.00,13.50,13.91
MGX1,1 lb. bag of Vermiculite     (1D),25.00,12.50,12.88
MGX20,4 cu. ft bag of Vermiculite     (1D),129.00,64.50,66.44
MGX5,1280 cu. in. box of Vermiculite     (1D),63.00,31.50,32.45
REK,"Vermiculite, Embers     (1D)",23.00,11.50,11.85
SS100,Silica Sand - 100 lb. bag     (1D),121.00,60.50,62.32
SS25,Silica Sand - 25 lb. bag     (1D),45.00,22.50,23.18
VA15,Volcanic Ash - 512 cu. in box     (1D),30.00,15.00,15.45
VA5,Volcanic Ash - 5 lb. bag     (1D),20.00,10.00,10.30
VA65,Volcanic Ash - 1.3 cu. ft box     (1D),124.00,62.00,63.86
AT1424,"1/4"" X 24"" - Aluminum Tubing",13.00,6.50,6.70
AT1436,"1/4"" X 36"" - Aluminum Tubing .035",14.00,7.00,7.21
AT1448,"1/4"" X 48"" - Aluminum Tubing .035",15.00,7.50,7.73
AT1460,"1/4"" X 60"" - Aluminum Tubing .035",17.00,8.50,8.76
AT1472,"1/4"" X 72"" - Aluminum Tubing .035",19.00,9.50,9.79
AssembleControl,"Factory Assembly of Safety Control to Burner Pan (F, FX, CS, CXF, TNA , LC burners (not DF))",60.00,30.00,30.90
AssembleControl-EIS-RS,"Factory Assembly of EIS-RS150 Control to Burner Pan (F, FX, CS, CXF, TNA , LC, DF-CF burners)",80.00,40.00,41.20
AssembleControl - DF,Factory Assembly of Double Face F and FX Burners and Safety Control,75.00,37.50,38.63
BAGS/TIES,6x20 Plastic sand bags w/twist ties,5.00,2.50,2.58
BO20,"20""Burning Oak Logs only",279.00,139.50,143.69
BO24,"24"" Burning Oak Logs only",283.00,141.50,145.75
B15FH-Z18SEN,"15"" ANSI F Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Transmit...",576.00,288.00,296.64
B15FXH-Z15MEN,"15"" ANSI FX Hearth kit - manual, NG",465.00,232.50,239.48
B15FXH-Z18SEN,"15"" ANSI FX Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Transmi...",640.00,320.00,329.60
B18FH-Z18MEN,"18"" ANSI F Hearth kit -  manual, NG",422.00,211.00,217.33
B18FH-Z18MEP,"18"" ANSI F Hearth kit - manual, LP",422.00,211.00,217.33
B18FH-Z18MN,"18"" ANSI F Hearth kit -  manual, NG",422.00,211.00,217.33
B18FH-Z18MP,"18"" ANSI F Hearth kit - manual, LP",422.00,211.00,217.33
B18FH-Z18REN,"18"" ANSI F Hearth kit - remote, NG",783.00,391.50,403.25
B18FH-Z18REP,"18"" ANSI F Hearth kit - remote, LP",783.00,391.50,403.25
B18FH-Z18SEN,"18"" ANSI F Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Transmit...",598.00,299.00,307.97
B18FH-Z18SEP,"18"" ANSI F Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Transmit...",598.00,299.00,307.97
B18FH-Z18SN,"18"" ANSI F Hearth kit - switch, NG",598.00,299.00,307.97
B18FH-Z18SP,"18"" ANSI F Hearth kit - millivolt switch control - Propane",598.00,299.00,307.97
B18FXH-Z18MEN,"18"" ANSI FX Hearth kit - manual, NG",486.00,243.00,250.29
B18FXH-Z18MEP,"18"" ANSI FX Hearth kit - manual, LP",486.00,243.00,250.29
B18FXH-Z18MN,"18"" ANSI FX Hearth kit - manual, NG",486.00,243.00,250.29
B18FXH-Z18MP,"18"" ANSI FX Hearth kit - manual, LP",486.00,243.00,250.29
B18FXH-Z18REN,"18"" ANSI FX Hearth kit - remote, NG",846.00,423.00,435.69
B18FXH-Z18REP,"18"" ANSI FX Hearth kit - remote, LP",846.00,423.00,435.69
B18FXH-Z18RN,"18"" ANSI FX Hearth kit - remote, NG",,0.00,0.00
B18FXH-Z18RP,"18"" ANSI FX Hearth kit - remote, LP",,0.00,0.00
B18FXH-Z18SEN,"18"" ANSI FX Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Transmi...",662.00,331.00,340.93
B18FXH-Z18SEP,"18"" ANSI FX Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Transmi...",662.00,331.00,340.93
B18FXH-Z18SN,"18"" ANSI FX Hearth kit - millivolt switch control - Natural Gas",662.00,331.00,340.93
B18FXH-Z18SP,"18"" ANSI FX Hearth kit - millivolt switch control - Propane",662.00,331.00,340.93
B20FH-Z20MEN,"20,21"" ANSI F Hearth kit - manual, NG",428.00,214.00,220.42
B20FH-Z20MEP,"20,21"" ANSI F Hearth kit - manual, LP",428.00,214.00,220.42
B20FH-Z20MN,"20,21"" ANSI F Hearth kit - manual, NG",428.00,214.00,220.42
B20FH-Z20MP,"20,21"" ANSI F Hearth kit - manual, LP",428.00,214.00,220.42
B20FH-Z20REN,"20,21"" ANSI F Hearth kit - remote, NG",788.00,394.00,405.82
B20FH-Z20REP,"20,21"" ANSI F Hearth kit - remote, LP",788.00,394.00,405.82
B20FH-Z20RN,"20,21"" ANSI F Hearth kit - remote, NG",0.01,0.01,0.01
B20FH-Z20RP,"20,21"" ANSI F Hearth kit - remote, LP",0.01,0.01,0.01
B20FH-Z20SEN,"20,21"" ANSI F Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Trans...",604.00,302.00,311.06
B20FH-Z20SEP,"20,21"" ANSI F Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Trans...",604.00,302.00,311.06
B20FH-Z20SN,"20,21"" ANSI F Hearth kit - millivolt switch control - Natural Gas",604.00,302.00,311.06
B20FH-Z20SP,"20,21"" ANSI F Hearth kit - millivolt switch control - Propane",604.00,302.00,311.06
B20FXH-Z20MEN,"20,21"" ANSI FX Hearth kit - manual, NG",499.00,249.50,256.99
B20FXH-Z20MEP,"20,21"" ANSI FX Hearth kit - manual, LP",499.00,249.50,256.99
B20FXH-Z20MN,"20,21"" ANSI FX Hearth kit - manual, NG",499.00,249.50,256.99
B20FXH-Z20MP,"20,21"" ANSI FX Hearth kit - manual, LP",499.00,249.50,256.99
B20FXH-Z20REN,"20,21"" ANSI FX Hearth kit - remote, NG",859.00,429.50,442.39
B20FXH-Z20REP,"20,21"" ANSI FX Hearth kit - remote, LP",859.00,429.50,442.39
B20FXH-Z20RN,"20,21"" ANSI FX Hearth kit - remote, NG",0.01,0.01,0.01
B20FXH-Z20RP,"20,21"" ANSI FX Hearth kit - remote, LP",0.01,0.01,0.01
B20FXH-Z20SEN,"20,21"" ANSI FX Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Tran...",675.00,337.50,347.63
B20FXH-Z20SEP,"20,21"" ANSI FX Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Tran...",675.00,337.50,347.63
B20FXH-Z20SN,"20,21"" ANSI FX Hearth kit - millivolt switch control - Natural Gas",675.00,337.50,347.63
B20FXH-Z20SP,"20,21"" ANSI FX Hearth kit - millivolt switch control - Propane",675.00,337.50,347.63
B24FH-Z24MEN,"24"" ANSI F Hearth kit - manual, NG",438.00,219.00,225.57
B24FH-Z24MEP,"24"" ANSI F Hearth kit - manual, LP",438.00,219.00,225.57
B24FH-Z24MN,"24"" ANSI F Hearth kit - manual, NG",438.00,219.00,225.57
B24FH-Z24MP,"24"" ANSI F Hearth kit - manual, LP",438.00,219.00,225.57
B24FH-Z24REN,"24"" ANSI F Hearth kit - remote, NG",798.00,399.00,410.97
B24FH-Z24REP,"24"" ANSI F Hearth kit - remote, LP",798.00,399.00,410.97
B24FH-Z24RN,"24"" ANSI F Hearth kit - remote, NG",0.01,0.01,0.01
B24FH-Z24RP,"24"" ANSI F Hearth kit - remote, LP",0.01,0.01,0.01
B24FH-Z24SEN,"24"" ANSI F Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Transmit...",613.00,306.50,315.70
B24FH-Z24SEP,"24"" ANSI F Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Transmit...",613.00,306.50,315.70
B24FH-Z24SN,"24"" ANSI F Hearth kit - millivolt switch control - Natural Gas",613.00,306.50,315.70
B24FH-Z24SP,"24"" ANSI F Hearth kit - millivolt switch control - Propane",613.00,306.50,315.70
B24FXH-Z24MEN,"24"" ANSI FX Hearth kit - manual, NG",507.00,253.50,261.11
B24FXH-Z24MEP,"24"" ANSI FX Hearth kit - manual, LP",507.00,253.50,261.11
B24FXH-Z24MN,"24"" ANSI FX Hearth kit - manual, NG",507.00,253.50,261.11
B24FXH-Z24MP,"24"" ANSI FX Hearth kit - manual, LP",507.00,253.50,261.11
B24FXH-Z24REN,"24"" ANSI FX Hearth kit - remote, NG",867.00,433.50,446.51
B24FXH-Z24REP,"24"" ANSI FX Hearth kit - remote, LP",867.00,433.50,446.51
B24FXH-Z24RN,"24"" ANSI FX Hearth kit - remote, NG",0.01,0.01,0.01
B24FXH-Z24RP,"24"" ANSI FX Hearth kit - remote, LP",0.01,0.01,0.01
B24FXH-Z24SEN,"24"" ANSI FX Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Transmi...",682.00,341.00,351.23
B24FXH-Z24SEP,"24"" ANSI FX Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Transmi...",682.00,341.00,351.23
B24FXH-Z24SN,"24"" ANSI FX Hearth kit - millivolt switch control - Natural Gas",682.00,341.00,351.23
B24FXH-Z24SP,"24"" ANSI FX Hearth kit - millivolt switch control - Propane..",682.00,341.00,351.23
B30FH-Z30MEN,"30"" ANSI F Hearth kit - manual, NG",476.00,238.00,245.14
B30FH-Z30MEP,"30"" ANSI F Hearth kit - manual, LP",476.00,238.00,245.14
B30FH-Z30MN,"30"" ANSI F Hearth kit - manual, NG",476.00,238.00,245.14
B30FH-Z30MP,"30"" ANSI F Hearth kit - manual, LP",476.00,238.00,245.14
B30FH-Z30REN,"30"" ANSI F Hearth kit - remote, NG",835.00,417.50,430.03
B30FH-Z30REP,"30"" ANSI F Hearth kit - remote, LP",835.00,417.50,430.03
B30FH-Z30RN,"30"" ANSI F Hearth kit - remote, NG",0.01,0.01,0.01
B30FH-Z30RP,"30"" ANSI F Hearth kit - remote, LP",0.01,0.01,0.01
B30FH-Z30SEN,"30"" ANSI F Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Transmit...",651.00,325.50,335.27
B30FH-Z30SEP,"30"" ANSI F Hearth kit - Wireless Remote Ready ""EASY"" Control - Requires Wireless Remote Transmit...",651.00,325.50,335.27
B30FH-Z30SN,"30"" ANSI F Hearth kit - millivolt switch control - Natural Gas",651.00,325.50,335.27
B30FH-Z30SP,"30"" ANSI F Hearth kit - millivolt switch control - Propane",651.00,325.50,335.27
